input_text,prefix,target_text,group
Florida is part of ,free-cs,the United States,Filling
Florida is ,free-cs,a state,Filling
Floors are ,free-cs,often carpeted,Filling
Flies are ,free-cs,insects.,Filling
Fishing is ,free-cs,a sport.,Filling
Fish can ,free-cs,live in lakes.,Filling
Fish are ,free-cs,always naked.,Filling
Firemen have ,free-cs,dangerous jobs,Filling
Fire can destroy ,free-cs,forests.,Filling
Finches are ,free-cs,a type of bird.,Filling
Finch is ,free-cs,a bird,Filling
Fatigue would make ,free-cs,you want to have a rest,Mapping
Farmer can ,free-cs,milk goat,Filling
Falcon is ,free-cs,a bird,Filling
Fairy tales often feature ,free-cs,a princess.,Filling
Factories can ,free-cs,produce goods,Filling
Eyes can ,free-cs,see light,Filling
Eyes are used to ,free-cs,see things.,Filling
Explosives are ,free-cs,dangerous,Filling
Exercising requires ,free-cs,energy.,Filling
Evil is ,free-cs,bad,Filling
Every snowflake is ,free-cs,unique.,Filling
Ethanol is ,free-cs,an alcohol.,Filling
Epoxy is ,free-cs,a glue.,Filling
England is ,free-cs,a country,Filling
Elephants are ,free-cs,mammals,Filling
Egypt is ,free-cs,a country,Egypt
Earthquakes can ,free-cs,shake the ground,Filling
Earth's surface is covered by ,free-cs,mostly water,Filling
Earth is the home of ,free-cs,all humans,Filling
Ears can ,free-cs,hear sounds.,Filling
Ears are used to ,free-cs,hear sound.,Filling
Eagles are ,free-cs,birds of prey.,Filling
Eagle is ,free-cs,a bird,Filling
Each hand has ,free-cs,one thumb.,Filling
E-mail is used for ,free-cs,communication.,Filling
Ducks have ,free-cs,a bill.,Filling
Drugs can ,free-cs,cloud the mind.,Filling
Driving through mud would make ,free-cs,you want to wash your car,Mapping
Driving is ,free-cs,dangerous!,Filling
Drinks are ,free-cs,liquids.,Filling
Doves are ,free-cs,birds.,Filling
Dogs like ,free-cs,to chase cars,Filling
Dogs have ,free-cs,a tail,Filling
Dogs can live in ,free-cs,dog houses.,Filling
Dogs can hear ,free-cs,high pitched noises,Filling
Dogs can be ,free-cs,friendly,Filling
Dog can hear ,free-cs,whistling,Filling
Doctors can help ,free-cs,sick people,Filling
Dna is ,free-cs,a molecule.,Filling
Discrimination would make ,free-cs,you want to change society,Mapping
Dirty clothing  would make ,free-cs,you want to go to a laundromat,Mapping
Dinosaurs are ,free-cs,extinct,Filling
Dinner is ,free-cs,a meal.,Mapping
Dictionaries are ,free-cs,books.,Filling
Dice have ,free-cs,six sides.,Filling
Diamonds are ,free-cs,a girl's best friend,Filling
Detectives can ,free-cs,tail suspects,Filling
Desire to learn more things would make ,free-cs,you want to attend school,Mapping
Denim is ,free-cs,a fabric.,Filling
Delaware is ,free-cs,a state,Filling
Death is ,free-cs,the end of life,Mapping
Death can bring ,free-cs,sorrow.,Filling
Death a is part of ,free-cs,life.,Filling
Dealer can ,free-cs,deal cards,Filling
Cups are used to ,free-cs,drink from.,Filling
Creativity would make ,free-cs,you want to express yourself,Filling
Cows have ,free-cs,four stomachs.,Filling
Coupons can ,free-cs,save money.,Filling
Couples can ,free-cs,row with each other,Filling
Corn is ,free-cs,food.,Filling
Cookies are ,free-cs,sweet.,Filling
Contact lenses are used to ,free-cs,correct vision,Filling
Computers can ,free-cs,store data.,Filling
Computers are ,free-cs,expensive.,Filling
Colorado is ,free-cs,a State.,Filling
Colleges are a kind of ,free-cs,school.,Filling
Coins are made of ,free-cs,metal,Filling
Coins are ,free-cs,small metal disks,Filling
Coffee is ,free-cs,a drug.,Filling
Coca Cola is ,free-cs,a drink.,Filling
Coal is ,free-cs,black.,Filling
Clothing is made of ,free-cs,fabric.,Filling
Clothing is made from ,free-cs,fabric,Filling
Clocks can ,free-cs,tell time.,Filling
Clavichords are ,free-cs,instruments,Filling
Classrooms are in ,free-cs,schools,Filling
Christmas is ,free-cs,a holiday,Filling
Chocolate is ,free-cs,food,Filling
Chinese food is ,free-cs,spicy,Filling
Chili peppers are ,free-cs,spicy.,Filling
Children like ,free-cs,to hear stories,Mapping
Children can play in ,free-cs,a back yard.,Filling
Children can be ,free-cs,noisy,Filling
Chicks are ,free-cs,baby chickens,Filling
Chickens can ,free-cs,cross roads,Filling
Chess sets  are used to ,free-cs,play the game of chess,Filling
Cherries are ,free-cs,a type of fruit.,Filling
Cheetahs can ,free-cs,run very fast,Filling
Cheese is ,free-cs,a good protein food.,Filling
Cheese has ,free-cs,a flavor.,Filling
Champagne is an ,free-cs,alcoholic beverage,Filling
Celery is ,free-cs,a vegetable,Filling
Cashews are a kind of ,free-cs,nut,Filling
Cash is used to ,free-cs,buy things with,Filling
Cars have ,free-cs,trunks.,Filling
Cars can ,free-cs,go fast,Filling
Cappucino is ,free-cs,a kind of drink.,Filling
Cans are ,free-cs,colored.,Filling
Cancer is ,free-cs,a disease.,Filling
Canada is ,free-cs,a country in North America,Filling
California is part of ,free-cs,The United States of America,Filling
Calgary  is part of ,free-cs,Canada,Filling
Cake is ,free-cs,sweet,Filling
Caffeine is ,free-cs,a stimulant.,Filling
COBOL  is ,free-cs,a programming language,Filling
CDs can ,free-cs,store music,Filling
Butter is a type of food served at ,free-cs,a restaurant.,Filling
Butter is ,free-cs,a dairy product.,Filling
Butter can spread at ,free-cs,room temperature,Filling
Butter can ,free-cs,spread on bread,Filling
Buckets can ,free-cs,carry water,Filling
Brown is ,free-cs,a color,Mapping
Brooms are used to ,free-cs,sweep floors.,Filling
Broccoli is ,free-cs,a kind of vegetable.,Filling
Brie is ,free-cs,a type of cheese.,Filling
Bricklayers can ,free-cs,lay bricks,Filling
Breathing requires ,free-cs,air,Filling
Bread and steak are ,free-cs,foods.,Filling
Brakes  can ,free-cs,slow cars.,Filling
Boxes are often made of ,free-cs,cardboard,Filling
Bottles are usually made of ,free-cs,glass.,Filling
Books contain ,free-cs,stories,Filling
Book pages are made of ,free-cs,paper.,Filling
Book ends are sometimes ,free-cs,ornate.,Filling
Bones can ,free-cs,break,Filling
Bones are ,free-cs,hard.,Filling
Boiling water is ,free-cs,hot.,Filling
Blood is ,free-cs,usually red.,Filling
Blood can be ,free-cs,coursing through your veins.,Filling
Blankets can ,free-cs,cover a bed,Filling
Black is the opposite of ,free-cs,white.,Filling
Bisexuals are ,free-cs,equal opportunity lovers.,Filling
Birds have ,free-cs,feathers,Filling
Biology is ,free-cs,a science,Mapping
Bicycles have ,free-cs,pedals.,Filling
Being tired would make ,free-cs,you want to have a rest,Mapping
Being on a jury would make you want ,free-cs,to bring in a verdict,Mapping
Being in love is ,free-cs,a wonderful feeling.,Mapping
Being in a hurry would make ,free-cs,you want to eat quickly,Mapping
Being hot would make ,free-cs,you want to swim,Mapping
Being cold would make ,free-cs,you want to chop firewood,Filling
Being bored would make ,free-cs,you want to surf the net,Mapping
Being a judge would make you want ,free-cs,to hear testimony,Mapping
Beijing is in ,free-cs,China.,Mapping
Beer is ,free-cs,a kind of drink,Filling
Beds are used to ,free-cs,sleep in,Filling
Beavers can ,free-cs,build dams,Filling
Beans are ,free-cs,a kind of vegetables.,Filling
BeOS is ,free-cs,an operating system,Mapping
Batters can ,free-cs,hit baseballs,Filling
Bass is a type of fish found in ,free-cs,a pond,Filling
Basketball is ,free-cs,usually played indoors.,Filling
Basketball and football are ,free-cs,sports,Filling
Baseball is ,free-cs,a team sport,Mapping
Bark is ,free-cs,part of the tree.,Filling
Bankers can ,free-cs,lend money.,Filling
Bagpipes are ,free-cs,a musical instrument.,Filling
Bagels are boiled and then ,free-cs,baked.,Filling
Babies can ,free-cs,cry loud,Filling
Authors can ,free-cs,write novels,Filling
Australia is ,free-cs,a continent.,Filling
Austin is the capital of ,free-cs,Texas.,Filling
August is ,free-cs,a month.,Filling
Atheists are ,free-cs,as moral as anyone else,Mapping
Atheism is ,free-cs,not a religion,Mapping
Aspirin is ,free-cs,a cheap drug,Filling
Asia is part of ,free-cs,Earth,Filling
Art is ,free-cs,in the eye of the beholder,Filling
Appearances can be ,free-cs,deceptive,Filling
Anthrax is ,free-cs,a disease.,Filling
Antarctica is part of ,free-cs,Earth,Filling
Anorexia is ,free-cs,an eating disorder.,Filling
Animals have ,free-cs,bodies.,Filling
Animals can sense ,free-cs,fear.,Filling
Animals can ,free-cs,feel pain.,Filling
Anger is ,free-cs,an emotion.,Filling
An oven is ,free-cs,very hot.,Filling
An ostrich can't ,free-cs,fly.,Filling
An orange has ,free-cs,rind,Filling
An oak is ,free-cs,a type of tree,Filling
An island is a body of land surrounded by ,free-cs,water.,Filling
An iris is part of ,free-cs,an eye.,Filling
An iris is ,free-cs,a flower.,Filling
An invitation would make you want ,free-cs,to go to a party,Mapping
An expressway is ,free-cs,a main road,Filling
An engine is in ,free-cs,a car,Mapping
An emu is ,free-cs,a kind of bird.,Filling
An elementary school is ,free-cs,a type of school,Filling
An electron is part of ,free-cs,an atom.,Filling
An electric toothbrush can be used to ,free-cs,clean teeth.,Filling
An earring is ,free-cs,a kind of jewelry.,Filling
An ear is ,free-cs,a part of the body,Filling
An eagle is ,free-cs,a type of bird.,Filling
An crocodile is ,free-cs,a reptile,Filling
An avenue is a type of ,free-cs,street.,Filling
An author can ,free-cs,write a book,Mapping
An audience can laugh at ,free-cs,a comedian.,Filling
An audience can ,free-cs,laugh at a comedian,Mapping
An atom is part of ,free-cs,a molecule.,Filling
An artery is ,free-cs,a blood vessel,Filling
An arbitrator can ,free-cs,settle a dispute.,Filling
An apple can be ,free-cs,eaten,Filling
An apple can ,free-cs,fall from a tree,Filling
An apartment may be ,free-cs,a home.,Filling
An animal is ,free-cs,alive,Filling
An alarm clock is used to ,free-cs,wake people up,Filling
An airplane is a form of ,free-cs,transportation,Filling
An adjustable wrench is a ,free-cs,very useful tool.,Filling
An activity water can do ,free-cs,is flow,Filling
An activity two people can do is ,free-cs,make love,Mapping
An activity teacher can do ,free-cs,is teach,Mapping
An activity some people  can do is ,free-cs,jump rope,Filling
An activity satellites can do ,free-cs,is orbit planets,Filling
An activity programmers can do ,free-cs,is write software,Filling
An activity pilots  can do is ,free-cs,fly a helicopter,Mapping
An activity phones can do ,free-cs,is ring,Filling
An activity musician can do is ,free-cs,play music.,Filling
An activity mosquitoes can do is ,free-cs,fly.,Filling
An activity iron can do is ,free-cs,rust,Filling
An activity flies can do ,free-cs,is fly.,Filling
An activity couples can do ,free-cs,is have sex,Filling
An activity computers can do ,free-cs,is compute,Filling
An activity children can do is ,free-cs,play,Filling
An activity cats can do is ,free-cs,chase mice,Filling
An activity cats can do ,free-cs,is meow,Filling
An activity bird  can do is ,free-cs,lay an egg,Mapping
